company,status_id,status_message,link_name,status_type,status_link,status_published,likes,comments,shares
köhl,1380503632189127_1392694717636685,"Gefragt sind Technologien, die den Wirkungsgrad von Wind-, Photovoltaik-, Wasser- und Geothermischen Anlagen erhöhen. KÖHL bietet Produkte und Lösungen, die auf die jeweilige Branche und ihre Anforderungen abgestimmt sind. 
Zu mehr Nachhaltigkeit und Energieeffizienz tragen in der Industrie vor allem spezielle Automatisierungs-, Energieverteilungs- und Antriebslösungen bei. 

Weitere Informationen zu diesem Thema auf http://www.koehl.eu/produkte/energie/regenerative-energie/windkraftanlagen/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1392694717636685/?type=3,2014-09-01 05:48:44,4,0,1
köhl,1380503632189127_1391810874391736,"Für den Bereich Gebäudetechnik suchen wir Technische Zeichner. 
Weitere Informationen findet Ihr unter http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1391810874391736/?type=3,2014-08-14 05:35:02,4,0,1
köhl,1380503632189127_1391654607740696,"Am 14. Oktober 2014 findet der 2. KÖHL Technologietag in Wecker statt. 

Weitere Informationen findet Ihr unter http://www.koehl.eu/technologietag",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1391654607740696/?type=3,2014-08-11 05:58:13,2,0,2
köhl,1380503632189127_1391501157756041,"Material- und Informationsflüsse wirtschaftlich und systemoptimiert zu gestalten verlangt nach hocheffizienten Logistikkonzepten.
Die große Erfahrung in kundenspezifischen Anwendungen einerseits, das Fachwissen über Automatisierungstechnologie, Lager- und Fördertechnik andererseits macht KÖHL zum Spezialisten für intelligente Intralogistik.
",Jobreport: KÖHL's fully automated high-bay warehouse,video,http://youtu.be/5Knk6_Rtx50,2014-08-08 05:45:32,1,0,0
köhl,1380503632189127_1391031894469634,"Unsere automatisierten Anlagen zeichnen sich durch einen hohen Bedienkomfort für unsere Kunden aus. Die Robotersteuerung ist in die Anlagensteuerung integriert, so dass alle Anlagenkomponenten und die Roboter steuerbar und parametrierbar sind. 
Für Änderungen oder Optimierungsmaßnahmen an den Programmen sind nur wenige Parametereingaben zu definieren, spezielle Roboterprogrammkenntnisse sind in den meisten Fällen nicht notwendig.",KÖHL: Robotbarkeeper,video,https://www.youtube.com/watch?v=SmL001XdEpA,2014-07-30 11:36:11,15,0,2
köhl,1380503632189127_1390736441165846,"Der schonende Umgang mit Ressourcen bei gleichzeitig zunehmendem Energiebedarf und steigenden Energiekosten erfordert ein professionelles Energiemanagementsystem. 

Eco.On ist ein nachhaltiges und ganzheitliches Energiemanagementsystem, das die Anforderungen der Norm DIN ISO 50001 erfüllt. Es macht den Energiebedarf und -verbrauch im Unternehmen transparent und unterstützt die Prozesse und Verfahren, um die festgelegten Ziele zu erreichen.

Weitere Informationen findet Ihr hier http://www.koehl.eu/produkte/energie/energiemanagement/ecoon-energie-management-system/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1390736441165846/?type=3,2014-07-25 07:42:59,1,0,2
köhl,1380503632189127_1390352197870937,"Expansion in neuer Umgebung

Der TWISTER von HEINEN KÖHL wurde für verschiedene Behandlungsverfahren von Tabakprodukten entwickelt. Beim TWISTER wird die innovative Methode der kontinuierlichen Verarbeitung kleiner Mengen angewandt. Der TWISTER zeichnet sich durch geringen Energieverbrauch und Emission aus und steht vor allem für beste Benutzerfreundlichkeit in Service und Wartung. Das Design der Zellräder und der Betriebsmodus verhindern Produktstaus oder Produktansammlungen innerhalb des TWISTER.

Erfahrt mehr auf 
http://www.koehl.eu/produkte/tabaktechnologie/primary/expansion-und-drying",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1390352197870937/?type=3,2014-07-18 06:05:26,0,0,0
köhl,1380503632189127_1390185144554309,"Außerdem suchen wir für den Bereich Gebäudetechnik Monteure.
Informationen hierzu findet Ihr auf unserer Homepage 
http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1390185144554309/?type=3,2014-07-15 06:04:15,0,0,0
köhl,1380503632189127_1390185071220983,"Für den Bereich Gebäudetechnik suchen wir einen ""Chef de Chantier"" (Bauleiter).
Weitere Informationen findet Ihr auf 
http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1390185071220983/?type=3,2014-07-15 06:02:23,0,0,0
köhl,1380503632189127_1389964281243062,"Wir suchen noch Auszubildende für dieses Jahr.

Offene Stellen:
Industriekaufmann (m/w)
Fachinformatiker Systemintegration (m/w)
Technischer Produktdesigner (m/w)

Ausbildungsstart: 01. August 2014
Habt Ihr Interesse? Dann bewerbt euch jetzt!",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1389964281243062/?type=3,2014-07-11 06:19:54,1,0,3
köhl,1380503632189127_1389964177909739,"Für den Bereich Robotics suchen wir außerdem noch einen Roboterprogrammierer.
 http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1389964177909739/?type=3,2014-07-11 06:17:01,0,0,1
köhl,1380503632189127_1389964134576410,"Neue Stellenausschreibung: Quereinsteiger-Roboterprogrammierer für den Bereich Robotics
Informationen findet Ihr auf http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1389964134576410/?type=3,2014-07-11 06:16:03,2,0,1
köhl,1380503632189127_1389964084576415,"Außerdem suchen wir einen Mechaniker für Sondermaschinen und Roboteranlagen!
Weitere Informationen auf http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1389964084576415/?type=3,2014-07-11 06:14:55,2,0,0
köhl,1380503632189127_1389963974576426,"Neue Stellenausschreibung: Für den Bereich Robotics suchen wir einen Elektriker für Sondermaschinen und Roboteranlagen!
http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1389963974576426/?type=3,2014-07-11 06:13:41,1,0,0
köhl,1380503632189127_1389793537926803,"Die SF6-gasisolierte MediPower KMP G3 bietet herausragende Vorteile hinsichtlich Klimaunabhängigkeit, Personenschutz und Wartungsfreiheit. Sie ist nach IEC 62271-20 typgeprüft, jedes Schaltfeld ist metallgekapselt und beliebig anreihbar. 

Weitere Informationen findet Ihr hier:
http://www.koehl.eu/produkte/energie/mittelspannung/medipower-kmp-g3/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1389793537926803/?type=3,2014-07-08 05:16:40,1,0,1
köhl,1380503632189127_1389583581281132,"Die luftisolierte MediPower KMP A3 ist nach der neuen Norm IEC 62271-20 für Innenraumaufstellung typgeprüft. Die modulare, platzsparende Konstruktion ermöglicht den Einsatz bei Energieversorgungsunternehmen sowie für Anwendungen in der Industrie.

Weitere Informationen findet Ihr hier:
http://www.koehl.eu/produkte/energie/mittelspannung/medipower-kmp-a3/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1389583581281132/?type=3,2014-07-04 13:05:49,0,0,1
köhl,1380503632189127_1389567474616076,"Energie intelligent verteilen und sicher beherrschen.

Mit den bewährten MODAN Schaltanlagen bietet KÖHL als Lizenzpartner von EATON sichere Energieverteilung und prozessorientierte Leit- und Automatisierungsfunktionen bis zu 6300 A. 

weitere Informationen auf http://www.koehl.eu/produkte/energie/niederspannung/modan/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1389567474616076/?type=3,2014-07-04 06:38:32,1,0,2
köhl,1380503632189127_1389566031282887,"Powerpaket bis 4000 A vom Spezialisten für Störlichbogenschutz.
ModuPro begrenzt die Auswirkungen des Störlichtbogens auf den Funktionsraum und garantiert hohen Personen- und Anlagenschutz.

Das störlichtbogenfeste Safety Motor Control Center hat die Prüfungskriterien des neuen Standards IEC/DIN EN 61439-2 inkl. der Kriterien des Beiblattes 2 nicht nur bestanden, sondern weit übertroffen.

http://www.koehl.eu/produkte/energie/niederspannung/modupro/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1389566031282887/?type=3,2014-07-04 05:42:10,4,0,0
köhl,1380503632189127_1389063971333093,"Sicherste Energieverteilung bis 2500A mit höchstem mechanisch konstruktivem Störlichtbogenschutz.

ModuCon ist die weltweit einzige Niederspannungsschaltanlage, die Störlichtbogenprüfungen unter verschärften, weit über den Standard hinausgehenden Bedingungen bestanden hat.
Das innovative, einzigartige ModuCon Sicherheitskonzept steht heute für den höchstmöglichen Personen- und Anlagenschutz in der Energieverteilung. 
http://www.koehl.eu/produkte/energie/niederspannung/moducon/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1389063971333093/?type=3,2014-06-25 06:56:33,2,0,0
köhl,1380503632189127_1389012351338255,"Wir garantieren höchste technische Sicherheit für Mensch und Anlage mit unseren Nieder- und Mittelspannungsschaltanlagen. 
Marktführende Lösungen zur effizienteren Verteilung von elektrischer Energie machen uns zum kompetenten Partner für Industrie, Anlagenbau und Energieversorger. 

Innerhalb der nächsten Tage werden wir euch unsere verschiedenen Schaltanlagen vorstellen.",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1389012351338255/?type=3,2014-06-24 07:51:26,7,0,1
köhl,1380503632189127_1388634011376089,"Neue Stellenausschreibung: Wir suchen einen IT-Vertriebsmitarbeiter!
http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1388634011376089/?type=3,2014-06-17 11:55:51,0,0,3
köhl,1380503632189127_1388627414710082,"Flavourn mit Leidenschaft

Das Flavour Application System (FAS) ist das erste System, das speziell für ein- und zweistrangige Filter- und Zigarettenmaschinen entwickelt wurde. Die FAS sorgt für das gleichmäßige Auftragen der flüssigen Aromastoffe, sowie des reinen Menthols.

weitere Informationen 
http://www.koehl.eu/produkte/tabaktechnologie/secondary/online-flavouring/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1388627414710082/?type=3,2014-06-17 09:31:48,0,0,1
köhl,1380503632189127_1388287518077405,"Cool bleiben!

HEINEN KÖHL hat ein schonendes Verfahren zur Tabak-Abkühlung entwickelt. Der Tobacco Cooling Conveyor optimiert den Kühlprozess nach dem Trocknen und erhält die Qualität des Tabaks.

http://www.koehl.eu/produkte/tabaktechnologie/primary/cooling/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1388287518077405/?type=3,2014-06-11 09:40:07,1,0,2
köhl,1380503632189127_1388018841437606,,Robot system solutions for challenging environments,video,http://www.youtube.com/watch?v=M7SuIvNxOm0&feature=share&list=UUKgQCJNonYzpIjGH8hvxXwA&index=1,2014-06-06 11:28:19,0,0,1
köhl,1380503632189127_1388018808104276,,Robot system solutions for special applications,video,http://www.youtube.com/watch?v=U8E6wVOFJRQ&list=UUKgQCJNonYzpIjGH8hvxXwA&feature=share,2014-06-06 11:27:37,2,0,1
köhl,1380503632189127_1387908318115325,,KÖHL Unternehmensgruppe's cover photo,photo,https://www.facebook.com/1380503632189127/photos/a.1380504852189005.1073741827.1380503632189127/1387908318115325/?type=3,2014-06-04 11:04:13,1,0,0
köhl,1380503632189127_1387529574819866,"Roboterzelle zum Prägen und Stanzen von Edelstahlspülen.
Weitere Informationen auf http://www.koehl.eu/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1387529574819866/?type=3,2014-05-28 07:58:13,1,1,0
köhl,1380503632189127_1387473671492123,"Neue Stellenausschreibung: Mess- und Regelmechaniker
http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1387473671492123/?type=3,2014-05-27 05:50:13,0,0,0
köhl,1380503632189127_1387473614825462,"Neue Stellenausschreibung: Fernmeldeanlagen-Elektroniker 
http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1387473614825462/?type=3,2014-05-27 05:48:55,0,0,0
köhl,1380503632189127_1387118198194337,"Neue Stellenausschreibung: Konstrukteur für Sondermaschinenbau
http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1387118198194337/?type=3,2014-05-20 12:58:41,2,0,0
köhl,1380503632189127_1387118074861016,"Neue Stellenausschreibung: Automatisierungstechniker
http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1387118074861016/?type=3,2014-05-20 12:56:34,2,0,0
köhl,1380503632189127_1386388058267351,"KÖHL Automatisierungsanlagen sind intelligente Produktionsoptimierer für nahezu jede Branche. Von der Planung, Inbetriebnahme über die Schulung bis hin zum perfekten Servicemanagement. KÖHL ist Ihr Spezialist, der Produktionsprozesse automatisiert, intelligent vernetzt und eine reibungslose Interaktion sichert.

Informieren Sie sich auf der Automatica 2014, am KÖHL Stand 304 in Halle A4!",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1386388058267351/?type=3,2014-05-07 09:32:47,4,0,3
köhl,1380503632189127_1386387914934032,,KÖHL Unternehmensgruppe's cover photo,photo,https://www.facebook.com/1380503632189127/photos/a.1380504852189005.1073741827.1380503632189127/1386387914934032/?type=3,2014-05-07 09:28:16,0,0,0
köhl,1380503632189127_1385205568385600,Wir wünschen Euch Frohe Ostern!,Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1385205568385600/?type=3,2014-04-17 07:57:07,3,2,2
köhl,1380503632189127_1385079405064883,"Die KÖHL Unternehmensgruppe ist Euer Partner für Automatisierung, moderne Steuerungstechnologie und logistische Informationssysteme. 

Weitere Informationen zu Robotersystemen findet Ihr hier: 
http://www.koehl.eu/produkte/robotersysteme/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1385079405064883/?type=3,2014-04-15 08:54:39,1,0,5
köhl,1380503632189127_1385022428403914,"KÖHL präsentierte Euch auf der Hannover Messe 2014 unteranderem sein innovatives TOR-System, das permanent über den Alterungszustand der Schaltanlagen informiert und notwendige Maintenance Maßnahmen einleitet.

Wir hoffen, dass Ihr unser innovatives TOR System live erleben konntet und euch persönlich von seinen Vorteilen, wie zum Beispiel der permanenten und drahtlosen Temperaturüberwachung überzeugen konnten. 

Hoffentlich war die Hannover Messe 2014 für Euch genauso erfolgreich wie für unser Unternehmen.

Vielen Dank für Euren Besuch und bis bald auf der Hannover Messe 2015!

http://www.koehl.eu/news/koehl-unternehmensgruppe-auf-der-hannover-messe-2014/?tx_ttnews[year]=2014",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1385022428403914/?type=3,2014-04-14 09:48:25,4,0,1
köhl,1380503632189127_1384653511774139,"Für Euch haben wir einen aktuellen Einblick vom ersten Tag der Hannover Messe 2014. Heute geht es weiter, besucht uns noch bis zum 11. April in Hannover (Halle 13, Stand E81).",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1384653511774139/?type=3,2014-04-08 05:41:19,5,0,0
köhl,1380503632189127_1384542698451887,"Besucht uns ab dem 7. April auf der Hannover Messe 2014, Halle 13 - Stand E81!",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1384542698451887/?type=3,2014-04-06 11:25:24,10,2,4
köhl,1380503632189127_1384399495132874,"Neue Stellenausschreibung.
http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1384399495132874/?type=3,2014-04-04 05:24:01,1,0,1
köhl,1380503632189127_1383548388551318,"Besucht uns ab dem 7. April auf der Hannover Messe 2014, Stand E81 Halle 13!",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1383548388551318/?type=3,2014-03-21 08:26:54,1,0,1
köhl,1380503632189127_645241812209567,,Hannover Messe 2014,event,https://www.facebook.com/events/645241812209567/,2014-03-21 08:23:43,0,0,0
köhl,1380503632189127_1383018495270974,"Die Zukunft gehört der Thermo Observation RFID, die als Bestandteil des Cyper-physical-systems Einfluss auf die energieeffiziente Nutzung von Energieverteilungsanlagen nimmt.

Die TOR Vorteile im Detail:
• Permanente, drahtlose Temperaturüberwachung
• Diagnose zur Verbesserung der Energieeffizienz
• Optimierung der höchstmöglichen Verfügbarkeit
• Warnung bei Überschreiten der Temperaturwerte
• Dokumentation der Mess-Daten
• Kostenersparnis bei der Instandhaltung",Photos from KÖHL Unternehmensgruppe's post,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1383018465270977/?type=3,2014-03-12 11:09:17,2,0,1
köhl,1380503632189127_1382704741969016,Wir wünschen Euch ein schönes und sonniges Wochenende!,Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1382704741969016/?type=3,2014-03-07 09:55:39,5,1,1
köhl,1380503632189127_1394516590815590,Drei Lagertypen vereint in einem System. Eine Investition für die Zukunft: Das vollautomatisierte Hochregallager.,Jobreport: KÖHL's fully automated high-bay warehouse,video,http://youtu.be/5Knk6_Rtx50,2014-02-26 14:07:43,3,2,0
köhl,1380503632189127_1381825128723644,"Vollautomatisches KÖHL-Hochregallager vereint drei Lagertypen in einem System.
http://www.koehl.eu/fileadmin/user_upload/06-mediathek/pdf/Intralogistik_JR_27_de.pdf",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1381825128723644/?type=3,2014-02-21 00:30:00,2,0,1
köhl,1380503632189127_1381634345409389,"Neue Stellenausschreibungen!
http://www.koehl.eu/unternehmen/karriere/stellenangebote/",Timeline Photos,photo,https://www.facebook.com/1380503632189127/photos/a.1380508465521977.1073741828.1380503632189127/1381634345409389/?type=3,2014-02-18 08:44:14,0,0,2
